# ћетэастанцы€ ћ≥нск, Ѕеларусь, WMO_ID=26850, выбарка з 19.09.2014 па 26.09.2015, Ґсе дн≥
#  адоҐка: ANSI
# ≤нфармацы€ прадастаҐлена сайтам "–эальны прагноз", rp5.by 
#  ал≥ ласка, пры выкарыстанн≥ даных, спасылайцес€ на названы сайт.
# јбазначэнн€ метэапараметраҐ гл€дзець па адрасу http://rp5.by/archive.php?wmo_id=26850&lang=be
#
"ћ€сцовы час Ґ горадзе ћ≥нск";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2015 15:00";"22.7";"744.0";"764.0";"-0.7";"46";"¬ецер з паҐночнага захаду";"2";"";"";"40%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"10.5";"";"";"";"";"";"";
"25.06.2015 12:00";"20.6";"744.7";"764.9";"-0.2";"53";"¬ецер з паҐночнага захаду";"1";"";"";"40%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"10.5";"";"";"";"";"";"";
"25.06.2015 09:00";"18.0";"744.9";"765.2";"0.4";"68";"¬ецер з паҐночнага захаду";"1";"";"";"20Ц30%.";" ";"";"";"10.6";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"12.0";"";"";"";"";"";"";
"25.06.2015 06:00";"11.2";"744.5";"765.4";"0.4";"91";"Ўтыль, ветру н€ма";"0";"";"";"20Ц30%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"9.7";"";"";"";"";"";"";
"25.06.2015 03:00";"11.4";"744.1";"764.9";"0.3";"85";"Ўтыль, ветру н€ма";"0";"";"";"20Ц30%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"20Ц30%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"9.0";"";"";"";"";"";"";
"25.06.2015 00:00";"14.9";"743.8";"764.4";"0.6";"66";"Ўтыль, ветру н€ма";"0";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"60%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"8.6";"";"";"";"";"";"";
"24.06.2015 21:00";"18.2";"743.2";"763.6";"1.0";"53";"¬ецер з паҐночнага захаду";"1";"";"";"60%.";" ";"";"";"";"21.3";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"60%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"8.4";"";"";"";"";"";"";
"24.06.2015 18:00";"19.1";"742.2";"762.4";"0.4";"50";"¬ецер з паҐднЄвага захаду";"2";"";"";"90  або больш, але не 100%";" ";"";"";"";"";" учавы€ с€рэдн≥€ або магутны€ або разам з кучавым≥ разарваным≥, або з кучавым≥ плоск≥м≥, або са сла≥ста-кучавым≥, або без ≥х; падножжа Ґс≥х воблакаҐ знаходз≥цца на адным ҐзроҐн≥.";"50%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"8.5";"";"";"";"";"";"";
"24.06.2015 15:00";"19.7";"741.8";"761.9";"0.1";"48";"¬ецер з паҐднЄва-паҐднЄва-захаду";"1";"";"";"70 Ц 80%.";" ";"";"";"";"";" учавы€ с€рэдн≥€ або магутны€ або разам з кучавым≥ разарваным≥, або з кучавым≥ плоск≥м≥, або са сла≥ста-кучавым≥, або без ≥х; падножжа Ґс≥х воблакаҐ знаходз≥цца на адным ҐзроҐн≥.";"40%.";"1000-1500";"¬ысокасла≥сты€ празрысты€.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"8.4";"";"";"";"";"";"";
"24.06.2015 12:00";"15.6";"741.7";"762.1";"1.1";"63";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"60%.";"300-600";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"15.0";"8.5";"";"";"";"";"";"";
"24.06.2015 09:00";"15.8";"740.6";"761.0";"1.0";"70";"¬ецер з паҐднЄва-паҐднЄва-захаду";"1";"";"";"90  або больш, але не 100%";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"13.9";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"90  або больш, але не 100%";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"10.3";"—л€ды ападкаҐ";"12";"";"";"";"";
"24.06.2015 06:00";"14.1";"739.6";"760.0";"0.9";"82";"¬ецер з паҐднЄва-паҐднЄва-захаду";"1";"";"";"70 Ц 80%.";"Ћ≥Ґневы(ы€) дождж (дажджы). ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"50%.";"600-1000";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"11.1";"";"";"";"";"";"";
"24.06.2015 03:00";"16.3";"738.7";"759.0";"0.3";"75";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"90  або больш, але не 100%";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"90  або больш, але не 100%";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"15.0";"11.8";"";"";"";"";"";"";
"24.06.2015 00:00";"18.2";"738.4";"758.6";"1.0";"63";"¬ецер з захаду-паҐднЄва-захаду";"1";"";"";"70 Ц 80%.";"Ћ≥Ґневы(ы€) дождж (дажджы) слабы(ые) Ґ час наз≥ранн€ або на прац€гу апошн€й гадз≥ны. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";" учава-дажджавы€ лысы€ з кучавым≥, сла≥ста-кучавым≥ або сла≥стым≥, або без ≥х.";"60%.";"300-600";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"15.0";"10.9";"";"";"";"";"";"";
"23.06.2015 21:00";"21.8";"737.4";"757.3";"-0.3";"50";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"70 Ц 80%.";" ";"";"";"";"23.9";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"70 Ц 80%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"11.0";"—л€ды ападкаҐ";"12";"";"";"";"";
"23.06.2015 18:00";"22.3";"737.7";"757.5";"-0.7";"45";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"70 Ц 80%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"9.8";"";"";"";"";"";"";
"23.06.2015 15:00";"23.3";"738.4";"758.2";"-0.3";"48";"¬ецер з поҐдн€";"2";"";"";"70 Ц 80%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"60%.";"300-600";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"11.7";"";"";"";"";"";"";
"23.06.2015 12:00";"20.0";"738.7";"758.8";"0.0";"55";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"Ћ≥вень (л≥Ґн≥).";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"40%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"20.0";"10.6";"";"";"";"";"";"";
"23.06.2015 09:00";"18.1";"738.7";"758.9";"0.0";"61";"¬ецер з поҐдн€";"1";"";"";"70 Ц 80%.";" ";"";"";"10.0";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"70 Ц 80%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"10.3";"";"";"";"";"";"";
"23.06.2015 06:00";"11.5";"738.7";"759.4";"-0.6";"84";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"20Ц30%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"8.9";"";"";"";"";"";"";
"23.06.2015 03:00";"10.0";"739.3";"760.0";"-0.1";"92";"¬ецер з усхода-паҐднЄва-Ґсходу";"1";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"";"";"";"";"";"";"20.0";"8.8";"";"";"";"";"";"";
"23.06.2015 00:00";"12.7";"739.4";"760.0";"0.4";"83";"¬ецер з паҐднЄва-паҐднЄва-захаду";"1";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.8";"";"";"";"";"";"";
"22.06.2015 21:00";"17.0";"739.0";"759.3";"-0.3";"58";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"Ќ€ма воблакаҐ.";" ";"";"";"";"19.5";"";"";"";"";"";"20.0";"8.6";"—л€ды ападкаҐ";"12";"";"";"";"";
"22.06.2015 18:00";"19.5";"739.3";"759.4";"-0.2";"51";"¬ецер з паҐднЄва-паҐднЄва-захаду";"2";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"70 Ц 80%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавы€, празрысты€ або шчыльны€ Ґ двух або больш сла€х або высокакучавы€ шчыльны€ Ґ адным слое, не распаҐсюджаны€ па небе, або высокакучавы€ з высокасла≥стым≥ або сла≥ста-дажджавым≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"20.0";"9.0";"";"";"";"";"";"";
